Conid,Date,Symbol,NAME,BOG_TH,SOG_TH,Exchange,alpha,beta,R11,R12,R22
77089444,29/04/2018,NEM,NEWMONT MINING CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12362013,29/04/2018,XEL,XCEL ENERGY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
196682709,29/04/2018,CC,CHEMOURS CO/THE,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
89495776,29/04/2018,MUR,MURPHY OIL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
302199827,29/04/2018,WP,WORLDPAY INC-CLASS A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8758,29/04/2018,K,KELLOGG CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
218939694,29/04/2018,CB,CHUBB LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
57698865,29/04/2018,EQT,EQT CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
269318,29/04/2018,FITB,FIFTH THIRD BANCORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
251962528,29/04/2018,AA,ALCOA CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9358,29/04/2018,MAR,MARRIOTT INTERNATIONAL -CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
288039996,29/04/2018,KNX,KNIGHT-SWIFT TRANSPORTATION,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11758,29/04/2018,RTN,RAYTHEON COMPANY,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
74866700,29/04/2018,LYB,LYONDELLBASELL INDU-CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
198560237,29/04/2018,WEC,WEC ENERGY GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5270,29/04/2018,BSX,BOSTON SCIENTIFIC CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
93957038,29/04/2018,PFG,PRINCIPAL FINANCIAL GROUP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
39832875,29/04/2018,OKE,ONEOK INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
275405,29/04/2018,TSN,TYSON FOODS INC-CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
88819736,29/04/2018,A,AGILENT TECHNOLOGIES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
267547,29/04/2018,CGNX,COGNEX CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13865082,29/04/2018,PRU,PRUDENTIAL FINANCIAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5941,29/04/2018,COF,CAPITAL ONE FINANCIAL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
76791198,29/04/2018,WRK,WESTROCK CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
249850033,29/04/2018,NTNX,NUTANIX INC - A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
37830920,29/04/2018,AMTD,TD AMERITRADE HOLDING CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4227,29/04/2018,AFL,AFLAC INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
271568,29/04/2018,URBN,URBAN OUTFITTERS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13878278,29/04/2018,CNC,CENTENE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6682,29/04/2018,ECL,ECOLAB INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12729,29/04/2018,TER,TERADYNE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
3265376,29/04/2018,HRL,HORMEL FOODS CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13681,29/04/2018,IVZ,INVESCO LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
48410287,29/04/2018,DISH,DISH NETWORK CORP-A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
272073,29/04/2018,MSCC,MICROSEMI CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5800,29/04/2018,TXT,TEXTRON INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5407,29/04/2018,CAH,CARDINAL HEALTH INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12791,29/04/2018,TIF,TIFFANY & CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13379,29/04/2018,WM,WASTE MANAGEMENT INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
274249148,29/04/2018,FE,FIRSTENERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
50860546,29/04/2018,DPS,DR PEPPER SNAPPLE GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
271308,29/04/2018,LRCX,LAM RESEARCH CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
40673933,29/04/2018,CAR,AVIS BUDGET GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
274925,29/04/2018,EXC,EXELON CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
95703740,29/04/2018,CMS,CMS ENERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
34563763,29/04/2018,THS,TREEHOUSE FOODS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4065,29/04/2018,PBF,PBF ENERGY INC-CLASS A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11295,29/04/2018,PPG,PPG INDUSTRIES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
267889,29/04/2018,XLNX,XILINX INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
37511786,29/04/2018,LYV,LIVE NATION ENTERTAINMENT IN,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
33191300,29/04/2018,TAP,MOLSON COORS BREWING CO -B,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
272942,29/04/2018,PAYX,PAYCHEX INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
7830,29/04/2018,NUE,NUCOR CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
269082,29/04/2018,TRGP,TARGA RESOURCES CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4817,29/04/2018,INFO,IHS MARKIT LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11020,29/04/2018,SRE,SEMPRA ENERGY,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
198051403,29/04/2018,CLR,CONTINENTAL RESOURCES INC/OK,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
45157951,29/04/2018,LULU,LULULEMON ATHLETICA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
207739931,29/04/2018,WELL,WELLTOWER INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6735,29/04/2018,EFX,EQUIFAX INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
251376406,29/04/2018,YUMC,YUM CHINA HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5100583,29/04/2018,FDX,FEDEX CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
71423629,29/04/2018,PF,PINNACLE FOODS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4044062,29/04/2018,VTR,VENTAS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8845,29/04/2018,KORS,MICHAEL KORS HOLDINGS LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
105430010,29/04/2018,ESRX,EXPRESS SCRIPTS HOLDING CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10794,29/04/2018,MAS,MASCO CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5651,29/04/2018,CHD,CHURCH & DWIGHT CO INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4493,29/04/2018,APH,AMPHENOL CORP-CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
70212228,29/04/2018,DG,DOLLAR GENERAL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
274925,29/04/2018,SYMC,SYMANTEC CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13805,29/04/2018,WY,WEYERHAEUSER CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11902,29/04/2018,SCG,SCANA CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5052,29/04/2018,BLL,BALL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
94078796,29/04/2018,FBHS,FORTUNE BRANDS HOME & SECURI,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4352,29/04/2018,ALK,ALASKA AIR GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
76792991,29/04/2018,TSLA,TESLA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
273035,29/04/2018,PDCO,PATTERSON COS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5946,29/04/2018,COG,CABOT OIL & GAS CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
196682709,29/04/2018,FLS,FLOWSERVE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4886,29/04/2018,BDX,BECTON DICKINSON AND CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6393,29/04/2018,DE,DEERE & CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6858322,29/04/2018,TSCO,TRACTOR SUPPLY COMPANY,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6248722,29/04/2018,JNPR,JUNIPER NETWORKS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
173962302,29/04/2018,ANTM,ANTHEM INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6477908,29/04/2018,CAG,CONAGRA BRANDS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6917,29/04/2018,EQR,EQUITY RESIDENTIAL,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8088389,29/04/2018,EXEL,EXELIXIS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
185731883,29/04/2018,CA,CA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8514,29/04/2018,RSG,REPUBLIC SERVICES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
268995,29/04/2018,EA,ELECTRONIC ARTS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
44986804,29/04/2018,CF,CF INDUSTRIES HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4457282,29/04/2018,JBL,JABIL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8942,29/04/2018,HOG,HARLEY-DAVIDSON INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9174,29/04/2018,LNC,LINCOLN NATIONAL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8111188,29/04/2018,TOL,TOLL BROTHERS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2586156,29/04/2018,KMX,CARMAX INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
99831145,29/04/2018,AMT,AMERICAN TOWER CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
251923644,29/04/2018,NCLH,NORWEGIAN CRUISE LINE HOLDIN,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10672,29/04/2018,O,REALTY INCOME CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11700272,29/04/2018,FMC,FMC CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4357,29/04/2018,ALL,ALLSTATE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
41692407,29/04/2018,GRMN,GARMIN LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
196610642,29/04/2018,AGN,ALLERGAN PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4168569,29/04/2018,NTAP,NETAPP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
173253787,29/04/2018,AEE,AMEREN CORPORATION,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6969,29/04/2018,ETR,ENTERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
40773257,29/04/2018,SEE,SEALED AIR CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
1812968,29/04/2018,SCCO,SOUTHERN COPPER CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9274,29/04/2018,LUK,LEUCADIA NATIONAL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
73911494,29/04/2018,SSNC,SS&C TECHNOLOGIES HOLDINGS,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
7655,29/04/2018,GLW,CORNING INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11070844,29/04/2018,AET,AETNA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12851783,29/04/2018,ZBH,ZIMMER BIOMET HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8864,29/04/2018,KMB,KIMBERLY-CLARK CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
81671838,29/04/2018,IP,INTERNATIONAL PAPER CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
1714996,29/04/2018,ABC,AMERISOURCEBERGEN CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
18963197,29/04/2018,AXS,AXIS CAPITAL HOLDINGS LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
199169591,29/04/2018,WMB,WILLIAMS COS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
88292752,29/04/2018,EAT,BRINKER INTERNATIONAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
661440,29/04/2018,DRI,DARDEN RESTAURANTS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
276066,29/04/2018,STZ,CONSTELLATION BRANDS INC-A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
98542021,29/04/2018,EXPE,EXPEDIA GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
61440265,29/04/2018,IR,INGERSOLL-RAND PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
240201113,29/04/2018,BWA,BORGWARNER INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12399,29/04/2018,SCI,SERVICE CORP INTERNATIONAL,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
234662860,29/04/2018,MCHP,MICROCHIP TECHNOLOGY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
96983623,29/04/2018,ACHC,ACADIA HEALTHCARE CO INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
251923644,29/04/2018,ARNC,ARCONIC INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
104054141,29/04/2018,ALSN,ALLISON TRANSMISSION HOLDING,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2586038,29/04/2018,OGE,OGE ENERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
70907405,29/04/2018,KAR,KAR AUCTION SERVICES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12974,29/04/2018,TRN,TRINITY INDUSTRIES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
224225737,29/04/2018,XRAY,DENTSPLY SIRONA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5402,29/04/2018,MXIM,MAXIM INTEGRATED PRODUCTS,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4728523,29/04/2018,CPRT,COPART INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
168812158,29/04/2018,W,WAYFAIR INC- CLASS A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
33837089,29/04/2018,DXCM,DEXCOM INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
1217009,29/04/2018,FTNT,FORTINET INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
43274444,29/04/2018,UDR,UDR INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5552,29/04/2018,CDNS,CADENCE DESIGN SYS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9657,29/04/2018,MCK,MCKESSON CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
214809506,29/04/2018,TEAM,ATLASSIAN CORP PLC-CLASS A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11257,29/04/2018,PNW,PINNACLE WEST CAPITAL,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8620,29/04/2018,ITW,ILLINOIS TOOL WORKS,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
236074120,29/04/2018,FTV,FORTIVE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
101605785,29/04/2018,SLCA,US SILICA HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10627,29/04/2018,LNT,ALLIANT ENERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
3655640,29/04/2018,HSIC,HENRY SCHEIN INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
44001820,29/04/2018,GXP,GREAT PLAINS ENERGY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4482,29/04/2018,GT,GOODYEAR TIRE & RUBBER CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11109,29/04/2018,PHM,PULTEGROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4157,29/04/2018,ADI,ANALOG DEVICES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13881,29/04/2018,WR,WESTAR ENERGY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
212990433,29/04/2018,OMF,ONEMAIN HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
198051403,29/04/2018,TRU,TRANSUNION,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
234662860,29/04/2018,USFD,US FOODS HOLDING CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10497,29/04/2018,NSC,NORFOLK SOUTHERN CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
269318,29/04/2018,OHI,OMEGA HEALTHCARE INVESTORS,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
129203944,29/04/2018,STLD,STEEL DYNAMICS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
16454492,29/04/2018,WYNN,WYNN RESORTS LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
272561931,29/04/2018,HCC,WARRIOR MET COAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
129166805,29/04/2018,MNK,MALLINCKRODT PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9174,29/04/2018,UNM,UNUM GROUP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2009113,29/04/2018,SPG,SIMON PROPERTY GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
36320731,29/04/2018,CHRW,C.H. ROBINSON WORLDWIDE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9081,29/04/2018,LEG,LEGGETT & PLATT INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
180350774,29/04/2018,IRM,IRON MOUNTAIN INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2381302,29/04/2018,NCR,NCR CORPORATION,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
156178034,29/04/2018,HIG,HARTFORD FINANCIAL SVCS GRP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
148233980,29/04/2018,ALLY,ALLY FINANCIAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
37866641,29/04/2018,FIS,FIDELITY NATIONAL INFO SERV,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
40369429,29/04/2018,FLR,FLUOR CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8101142,29/04/2018,EW,EDWARDS LIFESCIENCES CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
176571182,29/04/2018,CCI,CROWN CASTLE INTL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6946,29/04/2018,HDS,HD SUPPLY HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11905,29/04/2018,PWR,QUANTA SERVICES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8088389,29/04/2018,TSS,TOTAL SYSTEM SERVICES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
269315,29/04/2018,FISV,FISERV INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8199,29/04/2018,HSY,HERSHEY CO/THE,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5365,29/04/2018,BYD,BOYD GAMING CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
81581011,29/04/2018,MSI,MOTOROLA SOLUTIONS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8153,29/04/2018,FNF,FNF GROUP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
77791077,29/04/2018,NXPI,NXP SEMICONDUCTORS NV,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2459465,29/04/2018,DGX,QUEST DIAGNOSTICS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10799,29/04/2018,OLN,OLIN CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
136254493,29/04/2018,DNKN,DUNKIN' BRANDS GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
298541832,29/04/2018,APTV,APTIV PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
115258693,29/04/2018,RLGY,REALOGY HOLDINGS CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12732,29/04/2018,TEX,TEREX CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
41891895,29/04/2018,TTWO,TAKE-TWO INTERACTIVE SOFTWRE,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
137780444,29/04/2018,HOLX,HOLOGIC INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
754956,29/04/2018,HAS,HASBRO INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12225,29/04/2018,AOS,SMITH (A.O.) CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
95514904,29/04/2018,CBRE,CBRE GROUP INC - A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2006458,29/04/2018,PPL,PPL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5090107,29/04/2018,RHT,RED HAT INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
15130038,29/04/2018,SJM,JM SMUCKER CO/THE,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
12844443,29/04/2018,BG,BUNGE LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13695767,29/04/2018,WTW,WEIGHT WATCHERS INTL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
169921370,29/04/2018,PLAY,DAVE & BUSTER'S ENTERTAINMEN,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
